member_id,unit,plan,monthly_fee,month,is_delinquent,recognized_revenue
M104320,Downtown,Premium,189.9,2025-11-01,0,189.9
M104322,Downtown,Premium,189.9,2025-11-01,0,189.9
M104324,West,Plus,139.9,2025-11-01,0,139.9
M104325,Downtown,Plus,139.9,2025-11-01,0,139.9
M104326,South,Premium,189.9,2025-11-01,0,189.9
M104328,Downtown,Plus,139.9,2025-11-01,0,139.9
M104329,University,Basic,99.9,2025-11-01,0,99.9
M104331,Downtown,Plus,139.9,2025-11-01,0,139.9
M104332,East,Basic,99.9,2025-11-01,0,99.9
M104336,North,Plus,139.9,2025-11-01,0,139.9
M104338,West,Plus,139.9,2025-11-01,0,139.9
M104340,University,Premium,189.9,2025-11-01,0,189.9
M104343,South,Basic,99.9,2025-11-01,0,99.9
M104344,North,Basic,99.9,2025-11-01,0,99.9
M104345,West,Basic,99.9,2025-11-01,0,99.9
M104346,University,Plus,139.9,2025-11-01,0,139.9
M104348,University,Plus,139.9,2025-11-01,0,139.9
M104349,North,Basic,99.9,2025-11-01,1,0.0
M104350,West,Plus,139.9,2025-11-01,0,139.9
M104351,East,Plus,139.9,2025-11-01,0,139.9
M104352,West,Basic,99.9,2025-11-01,0,99.9
M104353,South,Plus,139.9,2025-11-01,0,139.9
M104354,North,Plus,139.9,2025-11-01,0,139.9
M104356,Downtown,Basic,99.9,2025-11-01,0,99.9
M104357,Downtown,Premium,189.9,2025-11-01,0,189.9
M104358,North,Premium,189.9,2025-11-01,0,189.9
M104359,Downtown,Plus,139.9,2025-11-01,0,139.9
M104360,North,Plus,139.9,2025-11-01,0,139.9
M104361,Downtown,Basic,99.9,2025-11-01,0,99.9
M104364,East,Plus,139.9,2025-11-01,0,139.9
M104365,University,Plus,139.9,2025-11-01,0,139.9
M104366,South,Basic,99.9,2025-11-01,1,0.0
M104367,North,Plus,139.9,2025-11-01,0,139.9
M104368,Downtown,Plus,139.9,2025-11-01,0,139.9
M104371,North,Basic,99.9,2025-11-01,0,99.9
M104372,North,Premium,189.9,2025-11-01,0,189.9
M104373,Downtown,Premium,189.9,2025-11-01,0,189.9
M104374,East,Plus,139.9,2025-11-01,1,0.0
M104375,North,Basic,99.9,2025-11-01,0,99.9
M104376,North,Basic,99.9,2025-11-01,0,99.9
M104379,North,Plus,139.9,2025-11-01,0,139.9
M104380,East,Basic,99.9,2025-11-01,0,99.9
M104381,North,Premium,189.9,2025-11-01,0,189.9
M104383,South,Plus,139.9,2025-11-01,0,139.9
M104385,Downtown,Premium,189.9,2025-11-01,1,0.0
M104386,North,Premium,189.9,2025-11-01,0,189.9
M104387,West,Plus,139.9,2025-11-01,0,139.9
M104388,North,Plus,139.9,2025-11-01,0,139.9
M104389,South,Premium,189.9,2025-11-01,0,189.9
M104390,South,Premium,189.9,2025-11-01,0,189.9
M104391,Downtown,Plus,139.9,2025-11-01,0,139.9
M104393,North,Plus,139.9,2025-11-01,0,139.9
M104394,Downtown,Plus,139.9,2025-11-01,0,139.9
M104397,South,Basic,99.9,2025-11-01,0,99.9
M104398,North,Premium,189.9,2025-11-01,0,189.9
M104399,Downtown,Basic,99.9,2025-11-01,0,99.9
M104400,Downtown,Basic,99.9,2025-11-01,0,99.9
M104402,North,Basic,99.9,2025-11-01,1,0.0
M104403,University,Basic,99.9,2025-11-01,0,99.9
M104406,University,Premium,189.9,2025-11-01,0,189.9
M104409,South,Plus,139.9,2025-11-01,0,139.9
M104411,South,Basic,99.9,2025-11-01,0,99.9
M104412,Downtown,Basic,99.9,2025-11-01,0,99.9
M104414,North,Premium,189.9,2025-11-01,0,189.9
M104416,University,Basic,99.9,2025-11-01,0,99.9
M104418,South,Basic,99.9,2025-11-01,0,99.9
M104421,University,Basic,99.9,2025-11-01,0,99.9
M104423,South,Premium,189.9,2025-11-01,0,189.9
M104424,Downtown,Plus,139.9,2025-11-01,0,139.9
M104425,University,Plus,139.9,2025-11-01,0,139.9
M104426,East,Basic,99.9,2025-11-01,1,0.0
M104427,East,Basic,99.9,2025-11-01,0,99.9
M104429,University,Basic,99.9,2025-11-01,0,99.9
M104430,University,Plus,139.9,2025-11-01,0,139.9
M104431,University,Plus,139.9,2025-11-01,0,139.9
M104432,East,Basic,99.9,2025-11-01,0,99.9
M104433,West,Premium,189.9,2025-11-01,0,189.9
M104434,East,Plus,139.9,2025-11-01,0,139.9
M104435,North,Basic,99.9,2025-11-01,0,99.9
M104436,East,Basic,99.9,2025-11-01,0,99.9
M104437,Downtown,Plus,139.9,2025-11-01,0,139.9
M104439,University,Premium,189.9,2025-11-01,0,189.9
M104440,North,Basic,99.9,2025-11-01,0,99.9
M104441,Downtown,Plus,139.9,2025-11-01,0,139.9
M104442,North,Plus,139.9,2025-11-01,1,0.0
M104443,Downtown,Plus,139.9,2025-11-01,0,139.9
M104444,North,Premium,189.9,2025-11-01,0,189.9
M104448,University,Premium,189.9,2025-11-01,0,189.9
M104449,East,Basic,99.9,2025-11-01,0,99.9
M104450,South,Plus,139.9,2025-11-01,0,139.9
M104452,North,Premium,189.9,2025-11-01,0,189.9
M104455,Downtown,Premium,189.9,2025-11-01,0,189.9
M104456,South,Basic,99.9,2025-11-01,0,99.9
M104457,Downtown,Basic,99.9,2025-11-01,0,99.9
M104460,Downtown,Plus,139.9,2025-11-01,0,139.9
M104461,Downtown,Plus,139.9,2025-11-01,0,139.9
M104462,North,Premium,189.9,2025-11-01,0,189.9
M104463,University,Basic,99.9,2025-11-01,0,99.9
M104464,University,Plus,139.9,2025-11-01,0,139.9
M104466,North,Plus,139.9,2025-11-01,0,139.9
M104467,South,Basic,99.9,2025-11-01,0,99.9
M104468,South,Premium,189.9,2025-11-01,0,189.9
M104469,East,Basic,99.9,2025-11-01,0,99.9
M104470,Downtown,Basic,99.9,2025-11-01,0,99.9
M104472,East,Premium,189.9,2025-11-01,0,189.9
M104473,University,Plus,139.9,2025-11-01,0,139.9
M104475,South,Basic,99.9,2025-11-01,0,99.9
M104476,Downtown,Basic,99.9,2025-11-01,0,99.9
M104479,East,Plus,139.9,2025-11-01,0,139.9
M104482,South,Plus,139.9,2025-11-01,0,139.9
M104483,North,Plus,139.9,2025-11-01,0,139.9
M104486,University,Plus,139.9,2025-11-01,0,139.9
M104487,North,Basic,99.9,2025-11-01,0,99.9
M104489,University,Plus,139.9,2025-11-01,0,139.9
M104491,West,Premium,189.9,2025-11-01,0,189.9
M104492,Downtown,Plus,139.9,2025-11-01,0,139.9
M104493,Downtown,Basic,99.9,2025-11-01,0,99.9
M104494,East,Premium,189.9,2025-11-01,0,189.9
M104495,West,Plus,139.9,2025-11-01,0,139.9
M104497,South,Basic,99.9,2025-11-01,0,99.9
M104498,University,Basic,99.9,2025-11-01,0,99.9
M104499,University,Premium,189.9,2025-11-01,0,189.9
M104500,University,Plus,139.9,2025-11-01,0,139.9
M104502,University,Plus,139.9,2025-11-01,0,139.9
M104504,University,Premium,189.9,2025-11-01,0,189.9
M104505,West,Plus,139.9,2025-11-01,0,139.9
M104506,Downtown,Plus,139.9,2025-11-01,0,139.9
M104508,East,Basic,99.9,2025-11-01,0,99.9
M104509,North,Plus,139.9,2025-11-01,0,139.9
M104510,Downtown,Basic,99.9,2025-11-01,0,99.9
M104511,South,Basic,99.9,2025-11-01,0,99.9
M104515,Downtown,Basic,99.9,2025-11-01,0,99.9
M104516,Downtown,Basic,99.9,2025-11-01,0,99.9
M104517,West,Plus,139.9,2025-11-01,0,139.9
M104518,University,Basic,99.9,2025-11-01,0,99.9
M104519,University,Plus,139.9,2025-11-01,0,139.9
M104520,East,Basic,99.9,2025-11-01,0,99.9
M104521,University,Premium,189.9,2025-11-01,0,189.9
M104522,South,Premium,189.9,2025-11-01,0,189.9
M104524,Downtown,Premium,189.9,2025-11-01,0,189.9
M104525,South,Plus,139.9,2025-11-01,0,139.9
M104527,North,Basic,99.9,2025-11-01,0,99.9
M104528,Downtown,Premium,189.9,2025-11-01,0,189.9
M104530,North,Basic,99.9,2025-11-01,0,99.9
M104531,West,Plus,139.9,2025-11-01,0,139.9
M104532,North,Basic,99.9,2025-11-01,0,99.9
M104538,West,Plus,139.9,2025-11-01,0,139.9
M104539,South,Plus,139.9,2025-11-01,0,139.9
M104541,South,Basic,99.9,2025-11-01,1,0.0
M104542,East,Basic,99.9,2025-11-01,0,99.9
M104543,Downtown,Basic,99.9,2025-11-01,0,99.9
M104545,North,Plus,139.9,2025-11-01,0,139.9
M104546,North,Basic,99.9,2025-11-01,0,99.9
M104547,West,Plus,139.9,2025-11-01,0,139.9
M104548,University,Basic,99.9,2025-11-01,0,99.9
M104550,University,Plus,139.9,2025-11-01,0,139.9
M104551,West,Basic,99.9,2025-11-01,0,99.9
M104552,University,Premium,189.9,2025-11-01,0,189.9
M104553,University,Plus,139.9,2025-11-01,0,139.9
M104554,West,Basic,99.9,2025-11-01,0,99.9
M104556,South,Plus,139.9,2025-11-01,0,139.9
M104557,Downtown,Plus,139.9,2025-11-01,0,139.9
M104558,Downtown,Premium,189.9,2025-11-01,0,189.9
M104559,North,Plus,139.9,2025-11-01,0,139.9
M104560,South,Basic,99.9,2025-11-01,0,99.9
M104562,University,Plus,139.9,2025-11-01,0,139.9
M104564,South,Basic,99.9,2025-11-01,0,99.9
M104565,Downtown,Basic,99.9,2025-11-01,0,99.9
M104568,North,Basic,99.9,2025-11-01,0,99.9
M104570,North,Plus,139.9,2025-11-01,0,139.9
M104571,South,Plus,139.9,2025-11-01,0,139.9
M104572,East,Plus,139.9,2025-11-01,0,139.9
M104573,West,Plus,139.9,2025-11-01,0,139.9
M104575,University,Premium,189.9,2025-11-01,0,189.9
M104576,University,Plus,139.9,2025-11-01,0,139.9
M104579,West,Plus,139.9,2025-11-01,0,139.9
M104581,Downtown,Plus,139.9,2025-11-01,0,139.9
M104583,West,Plus,139.9,2025-11-01,0,139.9
M104584,University,Plus,139.9,2025-11-01,0,139.9
M104585,West,Plus,139.9,2025-11-01,0,139.9
M104586,East,Plus,139.9,2025-11-01,0,139.9
M104587,South,Basic,99.9,2025-11-01,0,99.9
M104588,North,Premium,189.9,2025-11-01,0,189.9
M104589,South,Premium,189.9,2025-11-01,0,189.9
M104591,North,Plus,139.9,2025-11-01,0,139.9
M104592,University,Plus,139.9,2025-11-01,0,139.9
M104593,East,Basic,99.9,2025-11-01,0,99.9
M104595,University,Premium,189.9,2025-11-01,0,189.9
M104596,North,Plus,139.9,2025-11-01,0,139.9
M104597,East,Basic,99.9,2025-11-01,0,99.9
M104599,Downtown,Plus,139.9,2025-11-01,0,139.9
M104600,North,Basic,99.9,2025-11-01,0,99.9
M104601,University,Plus,139.9,2025-11-01,0,139.9
M104602,University,Basic,99.9,2025-11-01,0,99.9
M104603,Downtown,Basic,99.9,2025-11-01,0,99.9
M104604,Downtown,Plus,139.9,2025-11-01,0,139.9
M104605,Downtown,Premium,189.9,2025-11-01,0,189.9
M104606,South,Plus,139.9,2025-11-01,1,0.0
M104607,Downtown,Plus,139.9,2025-11-01,0,139.9
M104609,Downtown,Basic,99.9,2025-11-01,0,99.9
M104610,University,Plus,139.9,2025-11-01,0,139.9
M104613,South,Basic,99.9,2025-11-01,0,99.9
M104614,University,Premium,189.9,2025-11-01,0,189.9
M104617,West,Basic,99.9,2025-11-01,1,0.0
M104618,East,Basic,99.9,2025-11-01,0,99.9
M104620,South,Premium,189.9,2025-11-01,0,189.9
M104621,University,Basic,99.9,2025-11-01,0,99.9
M104622,South,Plus,139.9,2025-11-01,0,139.9
M104624,West,Premium,189.9,2025-11-01,0,189.9
M104625,South,Basic,99.9,2025-11-01,0,99.9
M104626,Downtown,Plus,139.9,2025-11-01,0,139.9
M104628,East,Plus,139.9,2025-11-01,0,139.9
M104629,East,Basic,99.9,2025-11-01,0,99.9
M104630,Downtown,Plus,139.9,2025-11-01,0,139.9
M104634,South,Plus,139.9,2025-11-01,0,139.9
M104635,Downtown,Plus,139.9,2025-11-01,0,139.9
M104636,University,Premium,189.9,2025-11-01,0,189.9
M104638,East,Premium,189.9,2025-11-01,0,189.9
M104639,North,Basic,99.9,2025-11-01,0,99.9
M104643,Downtown,Plus,139.9,2025-11-01,0,139.9
M104644,Downtown,Plus,139.9,2025-11-01,0,139.9
M104645,University,Premium,189.9,2025-11-01,0,189.9
M104646,South,Plus,139.9,2025-11-01,0,139.9
M104647,South,Basic,99.9,2025-11-01,0,99.9
M104648,South,Plus,139.9,2025-11-01,0,139.9
M104649,South,Premium,189.9,2025-11-01,0,189.9
M104650,University,Plus,139.9,2025-11-01,0,139.9
M104651,Downtown,Basic,99.9,2025-11-01,0,99.9
M104654,West,Premium,189.9,2025-11-01,0,189.9
M104655,West,Basic,99.9,2025-11-01,0,99.9
M104657,South,Plus,139.9,2025-11-01,0,139.9
M104658,West,Plus,139.9,2025-11-01,0,139.9
M104659,Downtown,Basic,99.9,2025-11-01,0,99.9
M104660,South,Basic,99.9,2025-11-01,0,99.9
M104661,West,Premium,189.9,2025-11-01,0,189.9
M104662,Downtown,Premium,189.9,2025-11-01,0,189.9
M104664,Downtown,Plus,139.9,2025-11-01,0,139.9
M104665,East,Basic,99.9,2025-11-01,0,99.9
M104667,Downtown,Premium,189.9,2025-11-01,0,189.9
M104668,South,Basic,99.9,2025-11-01,0,99.9
M104669,South,Plus,139.9,2025-11-01,0,139.9
M104670,University,Plus,139.9,2025-11-01,0,139.9
M104671,East,Premium,189.9,2025-11-01,0,189.9
M104672,West,Plus,139.9,2025-11-01,0,139.9
M104673,University,Plus,139.9,2025-11-01,0,139.9
M104676,Downtown,Plus,139.9,2025-11-01,0,139.9
M104677,Downtown,Plus,139.9,2025-11-01,0,139.9
M104681,West,Premium,189.9,2025-11-01,0,189.9
M104682,East,Plus,139.9,2025-11-01,0,139.9
M104683,Downtown,Premium,189.9,2025-11-01,0,189.9
M104684,Downtown,Plus,139.9,2025-11-01,0,139.9
M104685,West,Basic,99.9,2025-11-01,0,99.9
M104687,East,Plus,139.9,2025-11-01,0,139.9
M104688,University,Plus,139.9,2025-11-01,0,139.9
M104695,South,Basic,99.9,2025-11-01,0,99.9
M104696,University,Plus,139.9,2025-11-01,0,139.9
M104697,East,Basic,99.9,2025-11-01,0,99.9
M104698,North,Plus,139.9,2025-11-01,0,139.9
M104699,East,Basic,99.9,2025-11-01,0,99.9
M104702,West,Basic,99.9,2025-11-01,0,99.9
M104703,University,Basic,99.9,2025-11-01,0,99.9
M104704,Downtown,Basic,99.9,2025-11-01,0,99.9
M104706,East,Premium,189.9,2025-11-01,0,189.9
M104709,South,Basic,99.9,2025-11-01,0,99.9
M104710,East,Plus,139.9,2025-11-01,0,139.9
M104711,South,Premium,189.9,2025-11-01,0,189.9
M104712,University,Basic,99.9,2025-11-01,0,99.9
M104713,Downtown,Premium,189.9,2025-11-01,0,189.9
M104715,North,Plus,139.9,2025-11-01,0,139.9
M104716,North,Basic,99.9,2025-11-01,0,99.9
M104717,South,Premium,189.9,2025-11-01,0,189.9
M104718,South,Basic,99.9,2025-11-01,0,99.9
M104720,East,Plus,139.9,2025-11-01,0,139.9
M104721,West,Basic,99.9,2025-11-01,0,99.9
M104722,Downtown,Basic,99.9,2025-11-01,0,99.9
M104723,East,Plus,139.9,2025-11-01,0,139.9
M104724,East,Basic,99.9,2025-11-01,0,99.9
M104725,University,Basic,99.9,2025-11-01,0,99.9
M104726,University,Basic,99.9,2025-11-01,0,99.9
M104727,West,Plus,139.9,2025-11-01,0,139.9
M104729,University,Basic,99.9,2025-11-01,0,99.9
M104731,Downtown,Basic,99.9,2025-11-01,0,99.9
M104732,West,Plus,139.9,2025-11-01,0,139.9
M104733,Downtown,Plus,139.9,2025-11-01,0,139.9
M104734,Downtown,Basic,99.9,2025-11-01,0,99.9
M104735,North,Plus,139.9,2025-11-01,0,139.9
M104736,South,Basic,99.9,2025-11-01,0,99.9
M104737,University,Premium,189.9,2025-11-01,0,189.9
M104740,South,Basic,99.9,2025-11-01,0,99.9
M104741,Downtown,Premium,189.9,2025-11-01,0,189.9
M104742,East,Basic,99.9,2025-11-01,0,99.9
M104743,West,Plus,139.9,2025-11-01,0,139.9
M104744,University,Basic,99.9,2025-11-01,0,99.9
M104746,North,Plus,139.9,2025-11-01,0,139.9
M104748,University,Plus,139.9,2025-11-01,0,139.9
M104752,South,Basic,99.9,2025-11-01,0,99.9
M104753,North,Premium,189.9,2025-11-01,0,189.9
M104754,Downtown,Plus,139.9,2025-11-01,0,139.9
M104755,East,Plus,139.9,2025-11-01,0,139.9
M104756,University,Premium,189.9,2025-11-01,0,189.9
M104757,East,Plus,139.9,2025-11-01,0,139.9
M104758,Downtown,Plus,139.9,2025-11-01,0,139.9
M104759,University,Plus,139.9,2025-11-01,0,139.9
M104760,East,Basic,99.9,2025-11-01,1,0.0
M104762,North,Plus,139.9,2025-11-01,0,139.9
M104763,South,Premium,189.9,2025-11-01,0,189.9
M104765,University,Basic,99.9,2025-11-01,0,99.9
M104766,University,Plus,139.9,2025-11-01,0,139.9
M104768,West,Basic,99.9,2025-11-01,0,99.9
M104769,North,Plus,139.9,2025-11-01,0,139.9
M104770,South,Plus,139.9,2025-11-01,1,0.0
M104772,South,Premium,189.9,2025-11-01,0,189.9
M104774,North,Plus,139.9,2025-11-01,0,139.9
M104775,Downtown,Plus,139.9,2025-11-01,0,139.9
M104776,Downtown,Basic,99.9,2025-11-01,0,99.9
M104779,Downtown,Plus,139.9,2025-11-01,0,139.9
M104781,Downtown,Basic,99.9,2025-11-01,0,99.9
M104782,West,Premium,189.9,2025-11-01,0,189.9
M104783,West,Plus,139.9,2025-11-01,0,139.9
M104787,East,Plus,139.9,2025-11-01,0,139.9
M104789,East,Basic,99.9,2025-11-01,0,99.9
M104790,Downtown,Plus,139.9,2025-11-01,0,139.9
M104791,East,Basic,99.9,2025-11-01,0,99.9
M104793,South,Premium,189.9,2025-11-01,0,189.9
M104794,University,Plus,139.9,2025-11-01,0,139.9
M104796,North,Plus,139.9,2025-11-01,0,139.9
M104797,University,Premium,189.9,2025-11-01,1,0.0
M104798,Downtown,Plus,139.9,2025-11-01,0,139.9
M104803,South,Plus,139.9,2025-11-01,0,139.9
M104804,Downtown,Premium,189.9,2025-11-01,0,189.9
M104805,South,Plus,139.9,2025-11-01,0,139.9
M104807,North,Plus,139.9,2025-11-01,0,139.9
M104809,West,Basic,99.9,2025-11-01,0,99.9
M104811,East,Basic,99.9,2025-11-01,0,99.9
M104812,West,Basic,99.9,2025-11-01,0,99.9
M104813,East,Basic,99.9,2025-11-01,0,99.9
M104815,Downtown,Plus,139.9,2025-11-01,0,139.9
M104816,West,Plus,139.9,2025-11-01,0,139.9
M104817,North,Plus,139.9,2025-11-01,0,139.9
M104819,University,Plus,139.9,2025-11-01,0,139.9
M104820,West,Plus,139.9,2025-11-01,0,139.9
M104821,Downtown,Plus,139.9,2025-11-01,0,139.9
M104822,West,Plus,139.9,2025-11-01,0,139.9
M104825,North,Premium,189.9,2025-11-01,0,189.9
M104826,North,Basic,99.9,2025-11-01,0,99.9
M104827,Downtown,Basic,99.9,2025-11-01,0,99.9
M104829,University,Premium,189.9,2025-11-01,1,0.0
M104830,North,Plus,139.9,2025-11-01,0,139.9
M104832,North,Plus,139.9,2025-11-01,0,139.9
M104833,Downtown,Basic,99.9,2025-11-01,0,99.9
M104834,Downtown,Premium,189.9,2025-11-01,0,189.9
M104836,Downtown,Plus,139.9,2025-11-01,0,139.9
M104837,East,Plus,139.9,2025-11-01,0,139.9
M104838,University,Plus,139.9,2025-11-01,0,139.9
M104839,South,Plus,139.9,2025-11-01,0,139.9
M104840,Downtown,Premium,189.9,2025-11-01,0,189.9
M104841,North,Plus,139.9,2025-11-01,0,139.9
M104842,South,Plus,139.9,2025-11-01,0,139.9
M104843,Downtown,Plus,139.9,2025-11-01,0,139.9
M104844,Downtown,Basic,99.9,2025-11-01,0,99.9
M104845,North,Plus,139.9,2025-11-01,0,139.9
M104846,West,Basic,99.9,2025-11-01,0,99.9
M104847,North,Plus,139.9,2025-11-01,0,139.9
M104848,North,Basic,99.9,2025-11-01,0,99.9
M104850,West,Basic,99.9,2025-11-01,0,99.9
M104851,East,Premium,189.9,2025-11-01,1,0.0
M104854,North,Plus,139.9,2025-11-01,0,139.9
M104855,East,Premium,189.9,2025-11-01,0,189.9
M104856,Downtown,Basic,99.9,2025-11-01,0,99.9
M104857,East,Basic,99.9,2025-11-01,0,99.9
M104859,North,Basic,99.9,2025-11-01,0,99.9
M104861,Downtown,Premium,189.9,2025-11-01,0,189.9
M104862,West,Plus,139.9,2025-11-01,0,139.9
M104863,Downtown,Premium,189.9,2025-11-01,0,189.9
M104864,North,Plus,139.9,2025-11-01,0,139.9
M104865,University,Plus,139.9,2025-11-01,0,139.9
M104866,Downtown,Premium,189.9,2025-11-01,1,0.0
M104867,East,Basic,99.9,2025-11-01,0,99.9
M104869,Downtown,Basic,99.9,2025-11-01,1,0.0
M104871,Downtown,Plus,139.9,2025-11-01,0,139.9
M104872,West,Basic,99.9,2025-11-01,0,99.9
M104873,Downtown,Premium,189.9,2025-11-01,0,189.9
M104875,West,Premium,189.9,2025-11-01,0,189.9
M104876,West,Basic,99.9,2025-11-01,0,99.9
M104877,North,Plus,139.9,2025-11-01,0,139.9
M104878,South,Plus,139.9,2025-11-01,0,139.9
M104879,Downtown,Plus,139.9,2025-11-01,0,139.9
M104881,South,Basic,99.9,2025-11-01,0,99.9
M104882,University,Basic,99.9,2025-11-01,0,99.9
M104883,South,Basic,99.9,2025-11-01,0,99.9
M104885,North,Premium,189.9,2025-11-01,0,189.9
M104886,Downtown,Basic,99.9,2025-11-01,0,99.9
M104887,West,Premium,189.9,2025-11-01,0,189.9
M104888,West,Plus,139.9,2025-11-01,0,139.9
M104890,Downtown,Plus,139.9,2025-11-01,0,139.9
M104891,South,Basic,99.9,2025-11-01,0,99.9
M104892,North,Plus,139.9,2025-11-01,0,139.9
M104893,University,Premium,189.9,2025-11-01,0,189.9
M104894,Downtown,Plus,139.9,2025-11-01,0,139.9
M104895,University,Plus,139.9,2025-11-01,0,139.9
M104896,University,Premium,189.9,2025-11-01,0,189.9
M104898,University,Premium,189.9,2025-11-01,0,189.9
M104900,East,Plus,139.9,2025-11-01,0,139.9
M104901,North,Premium,189.9,2025-11-01,0,189.9
M104902,Downtown,Premium,189.9,2025-11-01,0,189.9
M104903,University,Plus,139.9,2025-11-01,1,0.0
M104908,West,Basic,99.9,2025-11-01,0,99.9
M104910,South,Premium,189.9,2025-11-01,0,189.9
M104911,South,Plus,139.9,2025-11-01,0,139.9
M104913,Downtown,Basic,99.9,2025-11-01,0,99.9
M104914,University,Premium,189.9,2025-11-01,0,189.9
M104917,West,Premium,189.9,2025-11-01,0,189.9
M104919,Downtown,Basic,99.9,2025-11-01,0,99.9
M104920,University,Plus,139.9,2025-11-01,0,139.9
M104924,East,Plus,139.9,2025-11-01,1,0.0
M104927,North,Premium,189.9,2025-11-01,0,189.9
M104928,University,Premium,189.9,2025-11-01,0,189.9
M104929,West,Premium,189.9,2025-11-01,0,189.9
M104931,South,Plus,139.9,2025-11-01,0,139.9
M104932,University,Basic,99.9,2025-11-01,1,0.0
M104933,West,Premium,189.9,2025-11-01,0,189.9
M104934,East,Plus,139.9,2025-11-01,1,0.0
M104935,South,Basic,99.9,2025-11-01,0,99.9
M104936,Downtown,Basic,99.9,2025-11-01,0,99.9
M104937,East,Plus,139.9,2025-11-01,0,139.9
M104939,University,Premium,189.9,2025-11-01,0,189.9
M104941,Downtown,Plus,139.9,2025-11-01,0,139.9
M104943,North,Plus,139.9,2025-11-01,0,139.9
M104944,North,Plus,139.9,2025-11-01,0,139.9
M104945,North,Plus,139.9,2025-11-01,0,139.9
M104946,Downtown,Plus,139.9,2025-11-01,0,139.9
M104951,Downtown,Basic,99.9,2025-11-01,0,99.9
M104952,North,Plus,139.9,2025-11-01,0,139.9
M104955,University,Premium,189.9,2025-11-01,0,189.9
M104956,Downtown,Plus,139.9,2025-11-01,0,139.9
M104958,West,Premium,189.9,2025-11-01,0,189.9
M104959,West,Premium,189.9,2025-11-01,0,189.9
M104960,University,Basic,99.9,2025-11-01,0,99.9
M104961,West,Basic,99.9,2025-11-01,0,99.9
M104966,South,Plus,139.9,2025-11-01,0,139.9
M104970,Downtown,Premium,189.9,2025-11-01,0,189.9
M104971,East,Plus,139.9,2025-11-01,0,139.9
M104972,Downtown,Basic,99.9,2025-11-01,0,99.9
M104973,Downtown,Plus,139.9,2025-11-01,0,139.9
M104974,Downtown,Basic,99.9,2025-11-01,0,99.9
M104975,East,Premium,189.9,2025-11-01,0,189.9
M104978,Downtown,Plus,139.9,2025-11-01,0,139.9
M104979,Downtown,Basic,99.9,2025-11-01,0,99.9
M104982,North,Basic,99.9,2025-11-01,0,99.9
M104984,South,Plus,139.9,2025-11-01,0,139.9
M104985,East,Plus,139.9,2025-11-01,0,139.9
M104986,West,Basic,99.9,2025-11-01,0,99.9
M104987,North,Basic,99.9,2025-11-01,0,99.9
M104989,University,Basic,99.9,2025-11-01,0,99.9
M104990,West,Plus,139.9,2025-11-01,0,139.9
M104994,East,Plus,139.9,2025-11-01,0,139.9
M104996,Downtown,Premium,189.9,2025-11-01,0,189.9
M104997,South,Premium,189.9,2025-11-01,0,189.9
M104998,East,Basic,99.9,2025-11-01,0,99.9
M105000,East,Premium,189.9,2025-11-01,1,0.0
M105002,Downtown,Plus,139.9,2025-11-01,0,139.9
M105004,Downtown,Basic,99.9,2025-11-01,0,99.9
M105005,South,Plus,139.9,2025-11-01,0,139.9
M105006,East,Plus,139.9,2025-11-01,0,139.9
M105007,Downtown,Plus,139.9,2025-11-01,0,139.9
M105008,South,Plus,139.9,2025-11-01,0,139.9
M105009,Downtown,Basic,99.9,2025-11-01,0,99.9
M105010,Downtown,Plus,139.9,2025-11-01,0,139.9
M105012,South,Basic,99.9,2025-11-01,0,99.9
M105013,Downtown,Plus,139.9,2025-11-01,0,139.9
M105015,North,Plus,139.9,2025-11-01,0,139.9
M105016,Downtown,Premium,189.9,2025-11-01,0,189.9
M105017,South,Plus,139.9,2025-11-01,0,139.9
M105018,University,Basic,99.9,2025-11-01,0,99.9
M105019,West,Basic,99.9,2025-11-01,0,99.9
M105021,West,Plus,139.9,2025-11-01,0,139.9
M105024,North,Plus,139.9,2025-11-01,0,139.9
M105026,Downtown,Plus,139.9,2025-11-01,0,139.9
M105027,East,Basic,99.9,2025-11-01,0,99.9
M105028,University,Basic,99.9,2025-11-01,1,0.0
M105029,University,Basic,99.9,2025-11-01,0,99.9
M105030,University,Plus,139.9,2025-11-01,0,139.9
M105031,Downtown,Basic,99.9,2025-11-01,0,99.9
M105032,South,Plus,139.9,2025-11-01,0,139.9
M105035,University,Plus,139.9,2025-11-01,0,139.9
M105038,University,Premium,189.9,2025-11-01,0,189.9
M105039,South,Plus,139.9,2025-11-01,0,139.9
M105040,East,Plus,139.9,2025-11-01,0,139.9
M105042,North,Premium,189.9,2025-11-01,0,189.9
M105044,Downtown,Basic,99.9,2025-11-01,0,99.9
M105045,Downtown,Plus,139.9,2025-11-01,0,139.9
M105048,West,Plus,139.9,2025-11-01,0,139.9
M105050,West,Basic,99.9,2025-11-01,0,99.9
M105052,Downtown,Basic,99.9,2025-11-01,0,99.9
M105054,East,Basic,99.9,2025-11-01,0,99.9
M105055,South,Premium,189.9,2025-11-01,0,189.9
M105056,University,Basic,99.9,2025-11-01,0,99.9
M105057,North,Basic,99.9,2025-11-01,0,99.9
M105058,Downtown,Plus,139.9,2025-11-01,0,139.9
M105059,University,Plus,139.9,2025-11-01,0,139.9
M105060,East,Basic,99.9,2025-11-01,0,99.9
M105062,University,Basic,99.9,2025-11-01,0,99.9
M105064,North,Premium,189.9,2025-11-01,0,189.9
