member_id,join_date,unit,plan,acquisition_channel,age_group,monthly_fee,cancel_date,status,tenure_months,member_key
M102586,2024-02-03,North,Plus,Instagram,18-24,139.9,2024-04-03,Cancelled,2,2587
M102587,2024-04-03,North,Plus,Google Ads,35-44,139.9,2024-10-03,Cancelled,6,2588
M102588,2026-03-24,South,Basic,Google Ads,25-34,99.9,,Active,4,2589
M102589,2025-12-07,South,Plus,Organic,25-34,139.9,,Active,8,2590
M102590,2025-05-31,University,Basic,Google Ads,18-24,99.9,,Active,14,2591
M102591,2025-06-18,South,Basic,Google Ads,35-44,99.9,,Active,13,2592
M102592,2024-11-03,East,Basic,Corporate,55+,99.9,,Active,21,2593
M102593,2024-11-04,East,Basic,Instagram,45-54,99.9,,Active,21,2594
M102594,2024-10-18,North,Plus,Google Ads,18-24,139.9,,Active,21,2595
M102595,2024-12-23,North,Plus,Referral,18-24,139.9,2026-03-23,Cancelled,15,2596
M102596,2024-12-02,North,Plus,Instagram,25-34,139.9,,Active,20,2597
M102597,2026-05-18,East,Basic,Google Ads,25-34,99.9,2026-07-18,Cancelled,2,2598
M102598,2026-06-07,North,Premium,Referral,35-44,189.9,,Active,2,2599
M102599,2025-08-13,West,Plus,Instagram,25-34,139.9,,Active,12,2600
M102600,2025-09-22,South,Plus,Walk-in,45-54,139.9,,Active,10,2601
M102601,2026-02-25,University,Basic,Instagram,25-34,99.9,,Active,5,2602
M102602,2026-02-08,West,Plus,Google Ads,45-54,139.9,,Active,6,2603
M102603,2025-03-05,Downtown,Plus,Organic,35-44,139.9,,Active,17,2604
M102604,2025-12-08,West,Basic,Google Ads,18-24,99.9,2026-07-08,Cancelled,7,2605
M102605,2024-10-14,Downtown,Premium,Instagram,18-24,189.9,,Active,22,2606
M102606,2024-10-14,South,Basic,Corporate,18-24,99.9,,Active,22,2607
M102607,2024-04-21,West,Plus,Instagram,35-44,139.9,,Active,27,2608
M102608,2026-05-04,East,Plus,Instagram,18-24,139.9,,Active,3,2609
M102609,2025-04-25,Downtown,Plus,Corporate,45-54,139.9,2026-04-25,Cancelled,12,2610
M102610,2024-02-18,South,Basic,Instagram,18-24,99.9,,Active,29,2611
M102611,2025-01-02,University,Basic,Referral,25-34,99.9,,Active,19,2612
M102612,2026-04-22,Downtown,Premium,Organic,18-24,189.9,,Active,3,2613
M102613,2024-01-23,South,Plus,Referral,25-34,139.9,,Active,30,2614
M102614,2024-05-01,University,Basic,Organic,25-34,99.9,,Active,27,2615
M102615,2026-05-21,University,Plus,Walk-in,25-34,139.9,,Active,2,2616
M102616,2025-01-29,Downtown,Plus,Referral,25-34,139.9,,Active,18,2617
M102617,2025-09-09,Downtown,Plus,Referral,35-44,139.9,,Active,11,2618
M102618,2026-06-07,University,Basic,Referral,45-54,99.9,,Active,2,2619
M102619,2024-08-05,South,Plus,Instagram,55+,139.9,2025-12-05,Cancelled,16,2620
M102620,2025-04-13,South,Plus,Referral,35-44,139.9,,Active,16,2621
M102621,2024-12-07,University,Basic,Corporate,55+,99.9,2025-03-07,Cancelled,3,2622
M102622,2025-04-28,South,Plus,Organic,18-24,139.9,,Active,15,2623
M102623,2025-06-02,East,Premium,Google Ads,18-24,189.9,,Active,14,2624
M102624,2024-10-16,South,Plus,Corporate,25-34,139.9,2025-10-16,Cancelled,12,2625
M102625,2024-01-21,South,Premium,Walk-in,18-24,189.9,,Active,30,2626
M102626,2024-07-07,South,Plus,Instagram,35-44,139.9,2025-12-07,Cancelled,17,2627
M102627,2025-10-26,South,Basic,Instagram,25-34,99.9,,Active,9,2628
M102628,2025-07-26,North,Plus,Organic,35-44,139.9,,Active,12,2629
M102629,2024-03-19,South,Basic,Google Ads,35-44,99.9,,Active,28,2630
M102630,2025-03-14,Downtown,Plus,Corporate,18-24,139.9,,Active,17,2631
M102631,2026-01-07,West,Premium,Corporate,18-24,189.9,2026-04-07,Cancelled,3,2632
M102632,2025-03-28,North,Basic,Organic,35-44,99.9,,Active,16,2633
M102633,2026-05-07,Downtown,Basic,Instagram,45-54,99.9,,Active,3,2634
M102634,2024-02-09,University,Plus,Referral,25-34,139.9,,Active,30,2635
M102635,2026-02-16,North,Plus,Walk-in,25-34,139.9,,Active,5,2636
M102636,2025-08-23,University,Plus,Google Ads,25-34,139.9,,Active,11,2637
M102637,2025-03-03,Downtown,Premium,Organic,35-44,189.9,,Active,17,2638
M102638,2024-01-15,South,Plus,Referral,35-44,139.9,,Active,30,2639
M102639,2025-12-08,East,Basic,Organic,18-24,99.9,,Active,8,2640
M102640,2024-05-13,South,Plus,Walk-in,35-44,139.9,,Active,27,2641
M102641,2025-03-25,South,Basic,Referral,25-34,99.9,,Active,16,2642
M102642,2025-10-15,University,Plus,Instagram,25-34,139.9,,Active,9,2643
M102643,2026-04-27,West,Plus,Organic,55+,139.9,,Active,3,2644
M102644,2025-11-25,East,Premium,Instagram,18-24,189.9,,Active,8,2645
M102645,2026-05-07,West,Premium,Instagram,18-24,189.9,,Active,3,2646
M102646,2025-04-26,West,Plus,Organic,35-44,139.9,,Active,15,2647
M102647,2024-07-16,North,Plus,Corporate,18-24,139.9,,Active,24,2648
M102648,2026-05-13,North,Basic,Corporate,55+,99.9,,Active,3,2649
M102649,2025-06-08,East,Premium,Instagram,25-34,189.9,,Active,14,2650
M102650,2025-07-10,University,Plus,Referral,25-34,139.9,,Active,13,2651
M102651,2025-03-15,Downtown,Basic,Referral,25-34,99.9,2026-06-15,Cancelled,15,2652
M102652,2024-01-11,Downtown,Plus,Walk-in,18-24,139.9,,Active,31,2653
M102653,2026-06-02,East,Basic,Instagram,45-54,99.9,,Active,2,2654
M102654,2024-04-24,South,Plus,Referral,45-54,139.9,,Active,27,2655
M102655,2024-07-07,North,Basic,Referral,18-24,99.9,2026-06-07,Cancelled,23,2656
M102656,2025-01-21,South,Basic,Organic,35-44,99.9,,Active,18,2657
M102657,2025-08-16,University,Plus,Organic,35-44,139.9,2026-05-16,Cancelled,9,2658
M102658,2024-02-12,South,Premium,Google Ads,18-24,189.9,,Active,30,2659
M102659,2025-04-14,West,Plus,Google Ads,18-24,139.9,,Active,16,2660
M102660,2025-07-31,North,Basic,Walk-in,18-24,99.9,,Active,12,2661
M102661,2025-09-28,Downtown,Basic,Google Ads,35-44,99.9,,Active,10,2662
M102662,2025-09-16,West,Premium,Instagram,18-24,189.9,2025-11-16,Cancelled,2,2663
M102663,2025-08-04,West,Plus,Instagram,35-44,139.9,,Active,12,2664
M102664,2026-02-12,University,Plus,Corporate,35-44,139.9,,Active,6,2665
M102665,2026-01-12,North,Basic,Walk-in,45-54,99.9,,Active,7,2666
M102666,2024-10-06,Downtown,Basic,Walk-in,25-34,99.9,2025-08-06,Cancelled,10,2667
M102667,2026-04-30,North,Plus,Organic,25-34,139.9,,Active,3,2668
M102668,2024-09-02,North,Basic,Google Ads,18-24,99.9,,Active,23,2669
M102669,2025-03-20,East,Basic,Walk-in,55+,99.9,2025-06-20,Cancelled,3,2670
M102670,2026-04-05,University,Premium,Google Ads,18-24,189.9,,Active,4,2671
M102671,2024-11-14,North,Plus,Corporate,35-44,139.9,,Active,20,2672
M102672,2024-04-20,North,Basic,Google Ads,18-24,99.9,2025-01-20,Cancelled,9,2673
M102673,2024-07-06,North,Plus,Referral,35-44,139.9,,Active,25,2674
M102674,2024-09-17,University,Basic,Corporate,35-44,99.9,,Active,22,2675
M102675,2024-09-22,North,Basic,Organic,25-34,99.9,,Active,22,2676
M102676,2024-04-12,West,Basic,Organic,55+,99.9,,Active,28,2677
M102677,2024-08-28,South,Plus,Instagram,18-24,139.9,2025-06-28,Cancelled,10,2678
M102678,2026-05-05,Downtown,Plus,Organic,25-34,139.9,2026-07-05,Cancelled,2,2679
M102679,2026-05-04,North,Basic,Google Ads,18-24,99.9,,Active,3,2680
M102680,2024-03-28,Downtown,Plus,Organic,18-24,139.9,,Active,28,2681
M102681,2025-06-11,West,Basic,Organic,25-34,99.9,,Active,14,2682
M102682,2025-06-23,West,Premium,Referral,55+,189.9,,Active,13,2683
M102683,2024-06-01,Downtown,Premium,Google Ads,25-34,189.9,2026-03-01,Cancelled,21,2684
M102684,2025-08-31,Downtown,Basic,Instagram,35-44,99.9,2026-02-28,Cancelled,6,2685
M102685,2024-07-05,University,Premium,Organic,35-44,189.9,,Active,25,2686
M102686,2024-05-31,East,Basic,Walk-in,18-24,99.9,,Active,26,2687
M102687,2026-05-15,East,Basic,Corporate,45-54,99.9,2026-07-15,Cancelled,2,2688
M102688,2026-05-19,North,Plus,Google Ads,18-24,139.9,,Active,2,2689
M102689,2026-02-26,South,Plus,Referral,18-24,139.9,,Active,5,2690
M102690,2025-09-30,Downtown,Basic,Walk-in,45-54,99.9,,Active,10,2691
M102691,2025-11-03,West,Premium,Google Ads,35-44,189.9,,Active,9,2692
M102692,2026-03-03,North,Plus,Corporate,18-24,139.9,,Active,5,2693
M102693,2026-03-21,North,Basic,Google Ads,18-24,99.9,,Active,4,2694
M102694,2025-12-30,East,Plus,Google Ads,55+,139.9,,Active,7,2695
M102695,2026-02-27,Downtown,Premium,Instagram,55+,189.9,,Active,5,2696
M102696,2025-09-25,West,Plus,Walk-in,25-34,139.9,,Active,10,2697
M102697,2024-11-01,West,Plus,Walk-in,35-44,139.9,2025-09-01,Cancelled,10,2698
M102698,2025-11-15,South,Basic,Google Ads,25-34,99.9,,Active,8,2699
M102699,2024-08-16,University,Basic,Organic,55+,99.9,,Active,23,2700
M102700,2025-09-14,West,Basic,Google Ads,25-34,99.9,2026-05-14,Cancelled,8,2701
M102701,2026-05-25,West,Plus,Google Ads,35-44,139.9,,Active,2,2702
M102702,2024-10-13,South,Premium,Organic,18-24,189.9,,Active,22,2703
M102703,2025-01-28,North,Basic,Google Ads,25-34,99.9,,Active,18,2704
M102704,2025-08-30,University,Basic,Referral,25-34,99.9,,Active,11,2705
M102705,2025-01-10,Downtown,Basic,Google Ads,45-54,99.9,2025-08-10,Cancelled,7,2706
M102706,2024-09-20,East,Basic,Instagram,25-34,99.9,2026-04-20,Cancelled,19,2707
M102707,2025-03-01,East,Plus,Google Ads,18-24,139.9,,Active,17,2708
M102708,2024-03-30,South,Basic,Google Ads,45-54,99.9,,Active,28,2709
M102709,2025-08-23,West,Plus,Corporate,18-24,139.9,2025-12-23,Cancelled,4,2710
M102710,2024-01-27,Downtown,Premium,Organic,45-54,189.9,,Active,30,2711
M102711,2025-12-11,University,Basic,Organic,35-44,99.9,,Active,8,2712
M102712,2024-01-05,South,Basic,Referral,35-44,99.9,,Active,31,2713
M102713,2024-01-30,Downtown,Plus,Organic,25-34,139.9,2025-10-30,Cancelled,21,2714
M102714,2024-05-26,University,Basic,Referral,18-24,99.9,,Active,26,2715
M102715,2025-03-19,University,Plus,Referral,18-24,139.9,2026-06-19,Cancelled,15,2716
M102716,2025-07-15,South,Premium,Corporate,35-44,189.9,,Active,13,2717
M102717,2024-03-17,East,Basic,Corporate,25-34,99.9,,Active,28,2718
M102718,2025-03-04,East,Basic,Google Ads,18-24,99.9,,Active,17,2719
M102719,2025-05-18,Downtown,Premium,Referral,35-44,189.9,,Active,14,2720
M102720,2026-06-11,Downtown,Basic,Corporate,45-54,99.9,,Active,2,2721
M102721,2025-04-09,University,Plus,Google Ads,18-24,139.9,,Active,16,2722
M102722,2024-12-07,East,Premium,Corporate,18-24,189.9,,Active,20,2723
M102723,2025-11-30,East,Plus,Walk-in,35-44,139.9,,Active,8,2724
M102724,2024-06-16,South,Premium,Organic,35-44,189.9,2025-07-16,Cancelled,13,2725
M102725,2024-04-16,South,Premium,Instagram,45-54,189.9,,Active,27,2726
M102726,2024-12-17,East,Basic,Organic,18-24,99.9,2025-06-17,Cancelled,6,2727
M102727,2024-03-09,University,Basic,Walk-in,18-24,99.9,,Active,29,2728
M102728,2026-05-20,North,Plus,Instagram,25-34,139.9,,Active,2,2729
M102729,2026-04-23,North,Plus,Organic,45-54,139.9,,Active,3,2730
M102730,2026-03-10,University,Basic,Organic,18-24,99.9,,Active,5,2731
M102731,2024-12-11,South,Premium,Walk-in,18-24,189.9,,Active,20,2732
M102732,2024-12-27,South,Plus,Instagram,25-34,139.9,,Active,19,2733
M102733,2024-12-07,South,Plus,Corporate,25-34,139.9,,Active,20,2734
M102734,2024-11-07,Downtown,Basic,Walk-in,18-24,99.9,2025-11-07,Cancelled,12,2735
M102735,2025-10-22,University,Premium,Walk-in,35-44,189.9,,Active,9,2736
M102736,2026-05-18,Downtown,Basic,Organic,25-34,99.9,,Active,2,2737
M102737,2024-07-05,South,Basic,Organic,45-54,99.9,,Active,25,2738
M102738,2025-03-16,North,Basic,Instagram,18-24,99.9,,Active,16,2739
M102739,2024-08-17,University,Basic,Instagram,45-54,99.9,,Active,23,2740
M102740,2025-10-11,Downtown,Premium,Referral,25-34,189.9,,Active,10,2741
M102741,2024-03-25,West,Basic,Google Ads,25-34,99.9,,Active,28,2742
M102742,2025-03-04,North,Premium,Organic,35-44,189.9,,Active,17,2743
M102743,2024-11-26,University,Plus,Instagram,25-34,139.9,,Active,20,2744
M102744,2025-02-06,Downtown,Plus,Google Ads,25-34,139.9,2025-12-06,Cancelled,10,2745
M102745,2024-09-07,University,Basic,Walk-in,18-24,99.9,,Active,23,2746
M102746,2025-08-11,East,Premium,Organic,25-34,189.9,,Active,12,2747
M102747,2025-04-02,East,Plus,Organic,18-24,139.9,2026-01-02,Cancelled,9,2748
M102748,2025-09-13,West,Premium,Corporate,35-44,189.9,,Active,11,2749
M102749,2025-06-26,South,Plus,Google Ads,18-24,139.9,2025-09-26,Cancelled,3,2750
M102750,2024-01-25,Downtown,Basic,Corporate,18-24,99.9,2025-06-25,Cancelled,17,2751
M102751,2024-02-18,East,Basic,Google Ads,25-34,99.9,,Active,29,2752
M102752,2024-07-17,University,Basic,Referral,25-34,99.9,,Active,24,2753
M102753,2025-02-23,University,Plus,Google Ads,35-44,139.9,2026-01-23,Cancelled,11,2754
M102754,2024-03-28,North,Basic,Instagram,35-44,99.9,,Active,28,2755
M102755,2026-03-07,West,Plus,Corporate,18-24,139.9,,Active,5,2756
M102756,2024-08-14,South,Plus,Referral,45-54,139.9,,Active,24,2757
M102757,2026-03-24,Downtown,Plus,Referral,35-44,139.9,,Active,4,2758
M102758,2025-12-21,North,Premium,Google Ads,25-34,189.9,2026-02-21,Cancelled,2,2759
M102759,2025-07-22,Downtown,Basic,Referral,18-24,99.9,,Active,12,2760
M102760,2024-12-01,West,Plus,Google Ads,18-24,139.9,2025-02-01,Cancelled,2,2761
M102761,2025-10-24,West,Premium,Instagram,55+,189.9,,Active,9,2762
M102762,2025-08-25,South,Premium,Instagram,35-44,189.9,,Active,11,2763
M102763,2024-08-07,Downtown,Plus,Walk-in,18-24,139.9,2025-02-07,Cancelled,6,2764
M102764,2025-12-25,University,Basic,Google Ads,25-34,99.9,2026-06-25,Cancelled,6,2765
M102765,2025-07-04,Downtown,Premium,Google Ads,25-34,189.9,2026-03-04,Cancelled,8,2766
M102766,2025-01-08,West,Plus,Organic,25-34,139.9,,Active,19,2767
M102767,2024-06-29,University,Plus,Google Ads,25-34,139.9,2026-02-28,Cancelled,20,2768
M102768,2024-11-16,Downtown,Basic,Google Ads,25-34,99.9,,Active,20,2769
M102769,2025-11-10,South,Basic,Referral,55+,99.9,,Active,9,2770
M102770,2026-03-08,West,Basic,Organic,45-54,99.9,2026-05-08,Cancelled,2,2771
M102771,2025-03-19,East,Premium,Google Ads,45-54,189.9,,Active,16,2772
M102772,2024-01-30,West,Basic,Walk-in,25-34,99.9,,Active,30,2773
M102773,2025-06-08,North,Plus,Corporate,18-24,139.9,,Active,14,2774
M102774,2024-07-17,West,Plus,Organic,35-44,139.9,2025-08-17,Cancelled,13,2775
M102775,2025-03-08,Downtown,Plus,Walk-in,18-24,139.9,,Active,17,2776
M102776,2025-12-31,University,Basic,Instagram,18-24,99.9,2026-07-31,Cancelled,7,2777
M102777,2026-05-05,South,Plus,Google Ads,25-34,139.9,,Active,3,2778
M102778,2024-02-16,North,Basic,Google Ads,18-24,99.9,,Active,29,2779
M102779,2025-12-10,West,Premium,Walk-in,55+,189.9,,Active,8,2780
M102780,2026-01-09,North,Basic,Instagram,18-24,99.9,,Active,7,2781
M102781,2025-09-13,West,Plus,Organic,25-34,139.9,2025-12-13,Cancelled,3,2782
M102782,2024-10-27,West,Plus,Organic,25-34,139.9,2026-05-27,Cancelled,19,2783
M102783,2025-03-27,University,Basic,Organic,18-24,99.9,2025-07-27,Cancelled,4,2784
M102784,2026-04-16,Downtown,Plus,Instagram,25-34,139.9,,Active,3,2785
M102785,2026-02-17,North,Basic,Referral,18-24,99.9,,Active,5,2786
M102786,2024-03-22,North,Plus,Organic,25-34,139.9,,Active,28,2787
M102787,2024-03-24,North,Premium,Instagram,25-34,189.9,,Active,28,2788
M102788,2025-01-14,South,Premium,Organic,25-34,189.9,,Active,18,2789
M102789,2024-01-09,North,Premium,Instagram,25-34,189.9,2024-04-09,Cancelled,3,2790
M102790,2025-07-09,Downtown,Basic,Corporate,25-34,99.9,2026-02-09,Cancelled,7,2791
M102791,2025-10-11,South,Plus,Walk-in,45-54,139.9,,Active,10,2792
M102792,2025-06-13,University,Premium,Instagram,35-44,189.9,,Active,14,2793
M102793,2025-11-11,University,Plus,Instagram,25-34,139.9,2026-03-11,Cancelled,4,2794
M102794,2024-05-28,South,Premium,Walk-in,45-54,189.9,,Active,26,2795
M102795,2024-05-14,University,Basic,Instagram,45-54,99.9,,Active,27,2796
M102796,2024-04-22,South,Plus,Walk-in,25-34,139.9,,Active,27,2797
M102797,2025-08-06,East,Plus,Organic,25-34,139.9,2025-11-06,Cancelled,3,2798
M102798,2026-05-23,West,Plus,Referral,45-54,139.9,,Active,2,2799
M102799,2024-11-07,University,Premium,Instagram,35-44,189.9,2026-07-07,Cancelled,20,2800
M102800,2025-06-06,Downtown,Plus,Google Ads,18-24,139.9,,Active,14,2801
M102801,2024-09-22,University,Basic,Instagram,25-34,99.9,,Active,22,2802
M102802,2025-05-17,North,Basic,Instagram,35-44,99.9,,Active,14,2803
M102803,2025-07-23,Downtown,Plus,Instagram,25-34,139.9,2026-04-23,Cancelled,9,2804
M102804,2025-07-24,University,Basic,Corporate,55+,99.9,,Active,12,2805
M102805,2024-02-01,East,Basic,Walk-in,45-54,99.9,,Active,30,2806
M102806,2024-08-09,University,Plus,Organic,25-34,139.9,,Active,24,2807
M102807,2025-03-10,West,Plus,Corporate,55+,139.9,,Active,17,2808
M102808,2025-01-03,South,Plus,Instagram,55+,139.9,,Active,19,2809
M102809,2024-06-05,Downtown,Plus,Walk-in,18-24,139.9,,Active,26,2810
M102810,2024-11-30,East,Plus,Instagram,35-44,139.9,,Active,20,2811
M102811,2025-09-21,University,Premium,Corporate,45-54,189.9,,Active,10,2812
M102812,2024-01-20,South,Premium,Google Ads,45-54,189.9,2026-03-20,Cancelled,26,2813
M102813,2026-03-24,Downtown,Basic,Referral,25-34,99.9,2026-05-24,Cancelled,2,2814
M102814,2025-01-04,South,Premium,Walk-in,35-44,189.9,,Active,19,2815
M102815,2026-04-06,University,Basic,Walk-in,35-44,99.9,,Active,4,2816
M102816,2024-10-31,West,Basic,Referral,25-34,99.9,,Active,21,2817
M102817,2024-11-29,South,Plus,Instagram,45-54,139.9,,Active,20,2818
M102818,2025-07-14,Downtown,Premium,Referral,18-24,189.9,,Active,13,2819
M102819,2024-02-22,North,Plus,Organic,18-24,139.9,,Active,29,2820
M102820,2026-02-09,South,Plus,Walk-in,18-24,139.9,,Active,6,2821
M102821,2025-12-23,Downtown,Basic,Referral,35-44,99.9,,Active,7,2822
M102822,2024-05-07,East,Basic,Organic,18-24,99.9,,Active,27,2823
M102823,2024-06-21,West,Premium,Instagram,55+,189.9,,Active,25,2824
M102824,2024-07-09,University,Basic,Walk-in,25-34,99.9,,Active,25,2825
M102825,2025-10-07,South,Basic,Referral,35-44,99.9,,Active,10,2826
M102826,2024-11-19,West,Premium,Referral,55+,189.9,2025-09-19,Cancelled,10,2827
M102827,2024-07-17,Downtown,Premium,Walk-in,45-54,189.9,,Active,24,2828
M102828,2024-02-25,Downtown,Plus,Corporate,18-24,139.9,,Active,29,2829
M102829,2025-06-12,East,Plus,Instagram,18-24,139.9,,Active,14,2830
M102830,2024-06-03,Downtown,Plus,Google Ads,25-34,139.9,,Active,26,2831
M102831,2026-02-12,North,Basic,Instagram,25-34,99.9,,Active,6,2832
M102832,2024-11-27,University,Basic,Google Ads,25-34,99.9,2025-11-27,Cancelled,12,2833
M102833,2024-05-25,South,Plus,Corporate,25-34,139.9,,Active,26,2834
M102834,2024-07-25,South,Plus,Corporate,35-44,139.9,,Active,24,2835
M102835,2024-02-14,East,Basic,Organic,18-24,99.9,2024-06-14,Cancelled,4,2836
M102836,2024-02-03,Downtown,Plus,Organic,18-24,139.9,,Active,30,2837
M102837,2026-03-13,South,Basic,Google Ads,18-24,99.9,,Active,5,2838
M102838,2024-02-02,Downtown,Premium,Referral,18-24,189.9,2024-06-02,Cancelled,4,2839
M102839,2025-10-18,North,Premium,Instagram,35-44,189.9,,Active,9,2840
M102840,2026-06-28,West,Premium,Organic,18-24,189.9,,Active,1,2841
M102841,2024-02-17,East,Basic,Walk-in,35-44,99.9,,Active,29,2842
M102842,2025-02-10,University,Premium,Google Ads,25-34,189.9,,Active,18,2843
M102843,2024-09-11,West,Basic,Google Ads,45-54,99.9,,Active,23,2844
M102844,2025-01-03,South,Premium,Walk-in,18-24,189.9,,Active,19,2845
M102845,2025-06-19,University,Plus,Google Ads,25-34,139.9,,Active,13,2846
M102846,2025-03-31,North,Plus,Corporate,25-34,139.9,,Active,16,2847
M102847,2026-03-05,Downtown,Basic,Google Ads,25-34,99.9,,Active,5,2848
M102848,2024-03-20,University,Basic,Walk-in,25-34,99.9,,Active,28,2849
M102849,2025-05-27,North,Premium,Organic,18-24,189.9,,Active,14,2850
M102850,2024-12-01,University,Basic,Organic,25-34,99.9,2025-10-01,Cancelled,10,2851
M102851,2024-03-20,East,Plus,Google Ads,18-24,139.9,,Active,28,2852
M102852,2025-03-07,Downtown,Premium,Google Ads,18-24,189.9,2025-06-07,Cancelled,3,2853
M102853,2024-10-11,Downtown,Basic,Walk-in,45-54,99.9,,Active,22,2854
M102854,2025-07-16,Downtown,Plus,Organic,18-24,139.9,2026-07-16,Cancelled,12,2855
M102855,2024-11-01,West,Plus,Google Ads,18-24,139.9,2026-06-01,Cancelled,19,2856
M102856,2026-02-11,Downtown,Plus,Corporate,45-54,139.9,2026-05-11,Cancelled,3,2857
M102857,2024-06-04,North,Plus,Referral,35-44,139.9,,Active,26,2858
M102858,2026-05-04,East,Basic,Google Ads,45-54,99.9,,Active,3,2859
M102859,2025-02-08,East,Basic,Corporate,25-34,99.9,,Active,18,2860
M102860,2024-09-09,University,Plus,Corporate,45-54,139.9,,Active,23,2861
M102861,2024-01-19,Downtown,Plus,Organic,45-54,139.9,,Active,30,2862
M102862,2025-04-03,East,Plus,Google Ads,25-34,139.9,,Active,16,2863
M102863,2026-06-06,East,Plus,Corporate,35-44,139.9,,Active,2,2864
M102864,2024-12-29,North,Plus,Corporate,18-24,139.9,,Active,19,2865
M102865,2026-02-24,South,Premium,Corporate,18-24,189.9,2026-05-24,Cancelled,3,2866
M102866,2024-12-07,East,Plus,Google Ads,18-24,139.9,,Active,20,2867
M102867,2025-08-26,Downtown,Basic,Organic,35-44,99.9,,Active,11,2868
M102868,2025-08-03,South,Plus,Referral,35-44,139.9,,Active,12,2869
M102869,2024-10-17,Downtown,Plus,Corporate,25-34,139.9,,Active,21,2870
M102870,2024-10-11,Downtown,Plus,Referral,18-24,139.9,2025-11-11,Cancelled,13,2871
M102871,2024-04-06,West,Basic,Google Ads,45-54,99.9,2025-03-06,Cancelled,11,2872
M102872,2024-10-02,Downtown,Plus,Instagram,45-54,139.9,,Active,22,2873
M102873,2024-07-12,Downtown,Plus,Walk-in,25-34,139.9,2025-01-12,Cancelled,6,2874
M102874,2026-05-10,North,Plus,Google Ads,25-34,139.9,,Active,3,2875
M102875,2025-04-03,East,Basic,Organic,25-34,99.9,2026-03-03,Cancelled,11,2876
M102876,2024-05-15,West,Premium,Corporate,45-54,189.9,,Active,27,2877
M102877,2025-03-06,South,Basic,Corporate,25-34,99.9,2025-12-06,Cancelled,9,2878
M102878,2026-03-12,East,Premium,Google Ads,25-34,189.9,,Active,5,2879
M102879,2024-05-19,West,Basic,Organic,18-24,99.9,,Active,26,2880
M102880,2026-02-04,North,Basic,Instagram,35-44,99.9,,Active,6,2881
M102881,2026-01-04,University,Plus,Walk-in,18-24,139.9,,Active,7,2882
M102882,2026-05-09,University,Basic,Organic,35-44,99.9,,Active,3,2883
M102883,2024-11-14,West,Basic,Instagram,45-54,99.9,,Active,20,2884
M102884,2026-01-28,University,Basic,Google Ads,45-54,99.9,2026-05-28,Cancelled,4,2885
M102885,2025-09-24,North,Basic,Corporate,35-44,99.9,,Active,10,2886
M102886,2025-10-18,South,Plus,Walk-in,35-44,139.9,2026-07-18,Cancelled,9,2887
M102887,2026-01-29,South,Basic,Organic,35-44,99.9,,Active,6,2888
M102888,2025-11-25,East,Basic,Organic,25-34,99.9,,Active,8,2889
M102889,2025-01-08,South,Premium,Corporate,18-24,189.9,,Active,19,2890
M102890,2024-03-29,East,Plus,Instagram,25-34,139.9,,Active,28,2891
M102891,2025-01-11,North,Basic,Corporate,25-34,99.9,,Active,19,2892
M102892,2025-06-19,East,Premium,Google Ads,35-44,189.9,,Active,13,2893
M102893,2024-08-02,South,Plus,Referral,18-24,139.9,,Active,24,2894
M102894,2024-01-27,Downtown,Basic,Instagram,35-44,99.9,,Active,30,2895
M102895,2024-04-29,Downtown,Plus,Referral,55+,139.9,,Active,27,2896
M102896,2025-09-29,East,Plus,Referral,35-44,139.9,,Active,10,2897
M102897,2025-11-16,South,Plus,Google Ads,35-44,139.9,,Active,8,2898
M102898,2024-04-05,Downtown,Plus,Instagram,18-24,139.9,,Active,28,2899
M102899,2025-07-20,West,Basic,Referral,25-34,99.9,,Active,12,2900
M102900,2025-05-21,South,Plus,Organic,35-44,139.9,,Active,14,2901
M102901,2025-05-04,East,Basic,Corporate,18-24,99.9,,Active,15,2902
M102902,2024-10-30,South,Basic,Google Ads,25-34,99.9,2025-09-30,Cancelled,11,2903
M102903,2024-05-23,North,Basic,Organic,25-34,99.9,,Active,26,2904
M102904,2025-07-05,West,Plus,Instagram,35-44,139.9,2025-10-05,Cancelled,3,2905
M102905,2025-02-13,West,Premium,Walk-in,18-24,189.9,2025-12-13,Cancelled,10,2906
M102906,2024-11-05,North,Basic,Referral,25-34,99.9,,Active,21,2907
M102907,2025-08-27,University,Plus,Corporate,25-34,139.9,2026-02-27,Cancelled,6,2908
M102908,2025-05-20,North,Plus,Google Ads,35-44,139.9,,Active,14,2909
M102909,2025-12-10,Downtown,Plus,Organic,25-34,139.9,,Active,8,2910
M102910,2024-05-16,West,Premium,Organic,55+,189.9,,Active,26,2911
M102911,2024-01-04,Downtown,Basic,Instagram,25-34,99.9,,Active,31,2912
M102912,2024-11-02,Downtown,Basic,Organic,25-34,99.9,,Active,21,2913
M102913,2024-06-04,West,Premium,Instagram,18-24,189.9,,Active,26,2914
M102914,2025-11-28,South,Plus,Referral,35-44,139.9,2026-05-28,Cancelled,6,2915
M102915,2024-08-27,East,Plus,Google Ads,25-34,139.9,,Active,23,2916
M102916,2025-06-18,University,Basic,Walk-in,18-24,99.9,,Active,13,2917
M102917,2025-11-16,South,Premium,Referral,35-44,189.9,,Active,8,2918
M102918,2025-09-04,South,Plus,Organic,25-34,139.9,,Active,11,2919
M102919,2024-11-02,North,Basic,Google Ads,25-34,99.9,,Active,21,2920
